claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
20010330,20010330001,"Headdings,Kyle",Kwik Fill S-051,Kwik Fill S 51,No,"Kleinfelder Eastern Merger Corporation,",2007-05-16,2013-11-22,Competitively Bid,NA,Defined Scope of Work,Fixed Price,399961,302941,692648,"11/4/09 Amendment increases total FP to $515,835.00 +  $4,500.00 in contingency milestones 5/28/10 Amendment #2 increases total FP to $518,035.00, Amendment #3 increase toal FP to $522,044.00, Amendment #6 $620,687.00",2007,702902,FALSE,TRUE,Scope of Work,FALSE
20010333,20010333001,"Marion,Shane",Five Gables Amoco,Five Gables Amoco,Yes,"Mountain Research LLC,",2009-01-23,2013-04-29,Sole Source,NA,NA,Pay for Performance,640860.15,0,189758.15,4/25/13 Ltr from Mountain Research PFP Contract Cancellation received 4/29/13,2009,640860.15,FALSE,FALSE,Other/Unknown,TRUE
20020013,20020013001,"Headdings,Kyle",Leos 3 Car Wash,Leos 3 Car Wash,Yes,"American Environmental Assoc Inc,",2005-05-11,2019-08-07,Sole Source,NA,NA,Pay for Performance,433600,0,281840,Contract was mutually terminated 8/20/18; PFP contract could not be met.  8/7/2019 02:19:27 PM (dbollana),2005,433600,FALSE,FALSE,Other/Unknown,TRUE
20020013,20020013002,"Headdings,Kyle",Leos 3 Car Wash,Leos 3 Car Wash,Yes,"DMS Environmental Services LLC,",2021-02-10,NA,Competitively Bid,2018-08-07,Defined Scope of Work,Fixed Price,267445.99,0,251545.45,NA,2021,267445.99,FALSE,TRUE,Scope of Work,TRUE
20020017,20020017001,"Goodyear,Jennifer",Market Square Exxon,Mkt Square Exxon,Yes,"Storb Environmental, Inc.,",2016-02-18,2023-02-24,Sole Source,NA,NA,Fixed Price,116026.8,71118.8,183216.6,"Final milestone invoice processed and contract closed

2/24/2023 09:25:36 AM (dbollana)",2016,187145.6,FALSE,FALSE,Other/Unknown,TRUE
20020049,20020049001,"Moore,Ronald",John F. Guyer,515-517 CONCHESTER HWY,No,"Marathon Engineering & Environmental Services Inc,",2008-05-09,2008-11-20,Sole Source,NA,NA,Fixed Price,316858,0,316858,NA,2008,316858,FALSE,FALSE,Other/Unknown,FALSE
20020049,20020049002,"Moore,Ronald",John F. Guyer,515-517 CONCHESTER HWY,Yes,"Environmental Alliance,",2013-03-05,2016-08-08,Competitively Bid,2012-05-04,Bid to Result,Fixed Price,89494.56,7668.48,80163.48,Final milestone completed and invoice processed  8/8/2016 01:31:01 PM (dcassel),2013,97163.04,TRUE,FALSE,Bid-to-Result,TRUE
20020060,20020060001,"Ferro,James",Sheetz #230,Sheetz 230,No,"Dick Environmental Services,",2007-01-24,2011-05-05,Competitively Bid,NA,NA,Fixed Price,NA,0,0,Contract closed prior to start of database entry,2007,0,FALSE,FALSE,Other/Unknown,FALSE
20020060,20020060002,"Ferro,James",Sheetz #230,Sheetz 230,No,"Groundwater & Environmental Services, Inc.,",2011-05-05,2012-06-08,Sole Source,NA,NA,Fixed Price,86902,107159,181266,"Amendment #1 brings total contract to $161,563.00  Amendment #2 brings contract to $194,061.00",2011,194061,FALSE,FALSE,Other/Unknown,FALSE
20020069,20020069001,"Kern,Beth",Exxon RS 2 2362,Exxon Rs 2 2362,Yes,"Core Environmental Services, Inc.,",2008-05-30,2011-10-21,Sole Source,NA,NA,Fixed Price,12000,11550,18850,Semiannual sampling to continue indefinitely.,2008,23550,FALSE,FALSE,Other/Unknown,TRUE
20020086,20020086001,"Aubel,Tracy",Exxon RS 2 6646,EXXON RS 2 6646,Yes,"Core Environmental Services, Inc.,",2009-01-29,2012-06-20,Sole Source,NA,NA,Fixed Price,19049,0,12949,contract abandoned    Core fired / EnviroTrac hired,2009,19049,FALSE,FALSE,Other/Unknown,TRUE
20020181,20020181001,"Ferro,James",Doc's Deli Licious,Docs Deli Delicious,No,"Chambers Environmental Group Inc,",2010-12-03,2013-02-18,Sole Source,NA,NA,Fixed Price,160198,24308,184506,NA,2010,184506,FALSE,FALSE,Other/Unknown,FALSE
20020181,20020181002,"Ferro,James",Doc's Deli Licious,Docs Deli Delicious,No,"Letterle & Associates Inc,",2013-04-23,2019-06-18,Competitively Bid,2011-10-04,NA,Fixed Price,536560.38,0,128278.41,final milestone invoice processed  6/17/2019 12:28:32 PM (dbollana),2013,536560.38,FALSE,FALSE,Other/Unknown,FALSE
20020184,20020184001,"Cramer,Jolene",Exxon RS 2 3042,DUNCAN MANOR EXXON,No,"Core Environmental Services, Inc.,",2010-01-06,2011-10-19,Sole Source,NA,NA,Fixed Price,20920,0,20920,Claimant ended contract and hired new consultant.,2010,20920,FALSE,FALSE,Other/Unknown,FALSE
20020186,20020186001,"Hawk,Gerald",Exxon RS 2 7323,TSP 222,Yes,"Core Environmental Services, Inc.,",2009-02-28,2009-08-10,Sole Source,NA,NA,Fixed Price,10100,0,10100,NA,2009,10100,FALSE,FALSE,Other/Unknown,TRUE
20020187,20020187001,"Marion,Shane",Exxon RS 2 0575,TSP 202,No,"Core Environmental Services, Inc.,",2009-06-30,2010-09-28,Sole Source,NA,NA,Fixed Price,53164,395,53559,NA,2009,53559,FALSE,FALSE,Other/Unknown,FALSE
20020188,20020188001,"Marion,Shane",Exxon RS 2 6936,TSP 219,No,"Core Environmental Services, Inc.,",2009-03-03,2010-05-20,Sole Source,NA,NA,Fixed Price,51680,25840,77520,NA,2009,77520,FALSE,FALSE,Other/Unknown,FALSE
20020195,20020195001,"Marion,Shane",Route 8 BP,Route 8 BP,No,"In-Site Group, Inc.,",2014-05-19,2019-05-31,Competitively Bid,2012-03-14,Bid to Result,Fixed Price,441261.09,49382.81,471126.72,Final inv processed  5/31/2019 08:12:58 AM (dbollana),2014,490643.9,TRUE,FALSE,Bid-to-Result,FALSE
20020197,20020197001,"Bollana,Debra",Honey Bear Mini Mart Graft Oil Company,Honey Bear Mini Mart Graft Oil,Yes,"Mountain Research LLC,",2017-11-17,2024-10-17,Competitively Bid,2016-11-09,Bid to Result,Fixed Price,397615.27,0,207608.32,"Mutually terminated via letter dated 4/11/24, signed by claimant 9/27/24 and received by ICF 10/17/24  10/17/2024 10:58:14 AM (dbollana)",2017,397615.27,TRUE,FALSE,Bid-to-Result,TRUE
20020198,20020198001,"Mackewicz,Bonnie",BFS Foods Uniontown,BFS Foods Uniontown,No,"Letterle & Associates Inc,",2011-08-10,2014-03-05,Competitively Bid,2010-04-09,Defined Scope of Work,Fixed Price,46201.14,0,39417.94,NA,2011,46201.14,FALSE,TRUE,Scope of Work,FALSE
20020198,20020198002,"Mackewicz,Bonnie",BFS Foods Uniontown,BFS Foods Uniontown,Yes,"Letterle & Associates Inc,",2014-02-07,2018-11-01,Sole Source,NA,NA,Fixed Price,177265.88,0,103821.03,Final milestone invoice processed  10/31/2018 03:47:33 PM (dbollana),2014,177265.88,FALSE,FALSE,Other/Unknown,TRUE
20020215,20020215001,"Mackewicz,Bonnie",BFS Waynesburg Downtown,BFS Waynesburg Downtown,No,"Letterle & Associates Inc,",2015-03-25,2016-07-07,Sole Source,NA,NA,Fixed Price,91974.52,0,91328.03,Claim aggregate reached under this claim.  Claim and contract closed.  Remainder of contract will be paid under claim 2007-016.  Milestones shown under this claim reflect only those milestones paid to date.  7/7/2016 10:57:56 AM (dcassel),2015,91974.52,FALSE,FALSE,Other/Unknown,FALSE
20020219,20020219001,"Hawk,Gerald",Malcolms Auto Repair & Body Shop,MALCOLMS AUTO REPAIR,Yes,"Boucher & James Inc.,",2011-07-29,2014-03-17,Sole Source,2010-06-23,NA,Fixed Price,35761,0,35761,NA,2011,35761,FALSE,FALSE,Other/Unknown,TRUE
20020223,20020223001,"Aubel,Tracy",Flinns Mobil,Sunoco 0820 3705,No,"Alternative Environmental Solutions Inc,",2009-04-08,2010-06-30,Competitively Bid,NA,Defined Scope of Work,Fixed Price,121527,0,108557,NA,2009,121527,FALSE,TRUE,Scope of Work,FALSE
20020225,20020225001,"Ferro,James",Sheetz #72,Sheetz 72,No,"Environmental Alliance,",2007-12-27,2013-07-31,Competitively Bid,NA,Defined Scope of Work,Fixed Price,76763,0,22078,NA,2007,76763,FALSE,TRUE,Scope of Work,FALSE
20020238,20020238001,"Hawk,Gerald",Hatzo Citgo,Hatzo Citgo,No,"Core Environmental Services, Inc.,",2014-09-05,2016-05-16,Competitively Bid,2010-08-06,Defined Scope of Work,Fixed Price,111410.2,0,111410.2,NA,2014,111410.2,FALSE,TRUE,Scope of Work,FALSE
20020242,20020242001,"Mackewicz,Bonnie",Brubakers Citgo,Fueland 241,Yes,"Letterle & Associates Inc,",2012-09-17,2019-08-09,Sole Source,NA,NA,Fixed Price,481892.14,75168.21,705265.6,"Base SOW contract amount is $288,302.70

Final milestone invoice processed  8/8/2019 09:10:15 AM (dbollana)",2012,557060.35,FALSE,FALSE,Other/Unknown,TRUE
20020254,20020254001,"Ferro,James",Highway Oil 801,HIGHWAY OIL 801,Yes,"R.A.R. Engineering Group, Inc.,",2005-07-20,2015-10-16,Sole Source,NA,NA,Pay for Performance,447900,0,447900,NA,2005,447900,FALSE,FALSE,Other/Unknown,TRUE
20020268,20020268001,"Hawk,Gerald",Kwik Fill M-058,Kwik Fill M 58,No,"Groundwater & Environmental Services, Inc.,",2008-06-11,2011-08-25,Sole Source,NA,NA,Fixed Price,92642.52,0,91528.52,NA,2008,92642.52,FALSE,FALSE,Other/Unknown,FALSE
20020268,20020268002,"Hawk,Gerald",Kwik Fill M-058,Kwik Fill M 58,No,"Groundwater & Environmental Services, Inc.,",2011-08-25,2016-04-08,Sole Source,NA,NA,Fixed Price,267035,121277,383415,"amendment #1 increases TFP to $388,312.00",2011,388312,FALSE,FALSE,Other/Unknown,FALSE
20020277,20020277001,"Cramer,Jolene",Shawville Grocery & Gas,SHAWVILLE DAIRY & GRILL,Yes,"DMS Environmental Services LLC,",2012-07-13,2015-01-08,Sole Source,NA,NA,Fixed Price,69540,0,69540,NA,2012,69540,FALSE,FALSE,Other/Unknown,TRUE
20020295,20020295001,"Hawk,Gerald",Sheetz #10,Sheetz 10,No,"Mountain Research LLC,",2007-04-02,2010-03-31,Sole Source,NA,NA,Fixed Price,310875,0,310875,NA,2007,310875,FALSE,FALSE,Other/Unknown,FALSE
20020295,20020295002,"Hawk,Gerald",Sheetz #10,Sheetz 10,Yes,"Juniata Geosciences LLC,",2012-08-14,2014-12-18,Competitively Bid,2010-06-18,Defined Scope of Work,Fixed Price,36938.51,2256,10652.1,Mutually terminated due to new conditions - site rebuild.,2012,39194.51,FALSE,TRUE,Scope of Work,TRUE
20020307,20020307001,"Condran,Patricia",Sheetz #162,SHEETZ 162,Yes,"Mountain Research LLC,",2007-05-07,2011-04-25,Competitively Bid,NA,Defined Scope of Work,Fixed Price,361447,4438.12,328341.12,NA,2007,365885.12,FALSE,TRUE,Scope of Work,TRUE
20020307,20020307002,"Condran,Patricia",Sheetz #162,SHEETZ 162,No,"Mountain Research LLC,",2011-04-25,2013-06-18,Sole Source,NA,NA,Fixed Price,93890.75,62467.24,130371.01,NA,2011,156357.99,FALSE,FALSE,Other/Unknown,FALSE
20020315,20020315001,"Cramer,Jolene",Snowy White Gas,SNOWY WHITE GAS,Yes,"Mountain Research LLC,",2009-09-22,2015-07-14,Sole Source,NA,NA,Fixed Price,273581,0,268631,NA,2009,273581,FALSE,FALSE,Other/Unknown,TRUE
20020316,20020316001,"Hawk,Gerald",Kwik Fill M-029,KWIK FILL M0029,Yes,"Groundwater & Environmental Services, Inc.,",2011-06-21,2012-07-12,Sole Source,NA,NA,Fixed Price,20093,0,20063,NA,2011,20093,FALSE,FALSE,Other/Unknown,TRUE
20020320,20020320001,"Mackewicz,Bonnie",Bedford Amoco,BEDFORD AMOCO,Yes,"Mountain Research LLC,",2008-12-01,2015-07-13,Sole Source,NA,NA,Fixed Price,342619.29,0,289873.71,NA,2008,342619.29,FALSE,FALSE,Other/Unknown,TRUE
20020322,20020322001,"Bilder,Jack",Main Street Market Place,MAIN STREET MKT PLACE,Yes,"Onesky Engineering, Inc.,",2008-06-23,2011-11-30,Sole Source,NA,NA,Fixed Price,66047,0,66047,NA,2008,66047,FALSE,FALSE,Other/Unknown,TRUE
20020328,20020328001,"Marion,Shane","Locklin Oil Company, Inc.",Locklin Oil,Yes,"Pennsylvania Tectonics, Inc.,",2014-04-22,2017-03-23,Sole Source,NA,NA,Fixed Price,42280,0,15630,"amt to be reimb by PAUSTIF is $39,765.00

3/27/2017 08:35:56 AM (invadmin) Contract was mutually terminated as the final Milestone F: Site closure (well abandonments) will be paid under a new claim (2016-106)as the wells will be used to investigate a new release.",2014,42280,FALSE,FALSE,Other/Unknown,TRUE
20020333,20020333001,"Mackewicz,Bonnie",Boalsburg Exxon 92608,BOALSBURG EXXON 92608,No,"Chambers Environmental Group Inc,",2009-09-11,2010-07-10,Sole Source,NA,NA,Fixed Price,39041,36113.59,65114.59,Total contract price includes 5/24/10 amendment #1 milestones.,2009,75154.59,FALSE,FALSE,Other/Unknown,FALSE
20030017,20030017001,"Bilder,Jack",Sheetz #21,SHEETZ 21,Yes,"Groundwater & Environmental Services, Inc.,",2006-10-01,2009-12-10,Sole Source,NA,NA,Fixed Price,55410,0,44388.47,"This was a unit cost contract not to exceed $55,410.00 - total payments were $44,388.47 per an email from JB when claim closed.",2006,55410,FALSE,FALSE,Other/Unknown,TRUE
20030030,20030030001,"Bilder,Jack",Sheetz #42,SHEETZ 42,Yes,"Mountain Research LLC,",2005-05-06,2008-01-25,Sole Source,NA,NA,Pay for Performance,493600,0,419560,Consultant terminated contract on 1/25/08.,2005,493600,FALSE,FALSE,Other/Unknown,TRUE
20030031,20030031001,"Ferro,James",Sheetz #83,SHEETZ 83,Yes,"Mountain Research LLC,",2006-09-01,2016-11-22,Sole Source,NA,NA,Fixed Price,311851,38191.05,333947.05,"Amendment #1 brings contract total to $335,746.05

Claim closed 11/22/16  1/3/2017 10:44:02 AM (dcassel)",2006,350042.05,FALSE,FALSE,Other/Unknown,TRUE
20030032,20030032001,"Melvin, CPCU,Linda M.",Pocono Gas Station,Pocono Gas Sta,Yes,"ARM Group Inc,",2009-12-14,2012-04-25,Sole Source,NA,NA,Fixed Price,47303.75,0,39448.25,NA,2009,47303.75,FALSE,FALSE,Other/Unknown,TRUE
20030036,20030036001,"Mackewicz,Bonnie",Martins Amoco,Martins Amoco,No,"Letterle & Associates Inc,",2011-04-14,2013-06-14,Sole Source,NA,NA,Fixed Price,143067.58,76234.04,199056.62,"If optional tasks are conducted the total FP will be $143,067.58.  Amendment #1 brings contract total to $219,301.62",2011,219301.62,FALSE,FALSE,Other/Unknown,FALSE
20030048,20030048001,"Mackewicz,Bonnie",PDQ Mart,PDQ Mart,Yes,"Letterle & Associates Inc,",2014-05-02,2021-08-31,Competitively Bid,2010-09-16,Bid to Result,Fixed Price,191427.26,-3820.13,173533.23,Final milestone invoice processed  8/31/2021 01:47:34 PM (dbollana),2014,187607.13,TRUE,FALSE,Bid-to-Result,TRUE
20030053,20030053002,"Aubel,Tracy",Auto Tech (former Freds Service Station),FREDS SVC STA,No,"American Geosciences Inc,",2007-02-19,2010-03-25,Sole Source,NA,NA,Fixed Price,152070,102446.76,252825.01,NA,2007,254516.76,FALSE,FALSE,Other/Unknown,FALSE
20030068,20030068001,"Melvin, CPCU,Linda M.",Former Ran Oil BP Oil,FORMER RAN OIL BP OIL,No,"Environmental Remediation & Recovery, Inc.,",2012-11-16,2016-01-11,Competitively Bid,2009-03-11,Defined Scope of Work,Fixed Price,31419.8,36894.27,67891.82,NA,2012,68314.06999999999,FALSE,TRUE,Scope of Work,FALSE
20030097,20030097001,"Marion,Shane",Boggs Cressona Market,BOGGS CRESSONA MKT,Yes,"Liberty Environmental, Inc.,",2011-06-28,2017-12-29,Sole Source,NA,NA,Fixed Price,229082.25,19071.4,248152.65,"Contract originally with Hafer.  Hafer was aquired by Liberty and contract assigned to Liberty per letter dated 10/8/15 11/19/2015 05:38:02 PM (dcassel)

final milestone invoice 12/27/2017 07:08:41 PM (dcassel)",2011,248153.65,FALSE,FALSE,Other/Unknown,TRUE
20030104,20030104001,"Headdings,Kyle",Charlies Mini-Mart,FALCON OIL,Yes,"Liberty Environmental, Inc.,",2009-03-12,2011-06-01,Sole Source,NA,NA,Fixed Price,17200,0,5000,NA,2009,17200,FALSE,FALSE,Other/Unknown,TRUE
20030104,20030104002,"Headdings,Kyle",Charlies Mini-Mart,FALCON OIL,No,"Pennsylvania Tectonics, Inc.,",2011-06-01,2013-09-09,Competitively Bid,2010-07-07,Defined Scope of Work,Fixed Price,252591.85,0,237536.85,NA,2011,252591.85,FALSE,TRUE,Scope of Work,FALSE
20030120,20030120001,"Headdings,Kyle",Tresslers Midway Gulf,Tresslers Midway Gulf,No,"Keystone Environmental Health and Safety Services,",2015-09-28,2017-06-02,Competitively Bid,2014-12-18,Defined Scope of Work,Fixed Price,116993.75,0,114122.71,final invoice processed  6/1/2017 04:53:10 PM (dcassel),2015,116993.75,FALSE,TRUE,Scope of Work,FALSE
20030120,20030120002,"Headdings,Kyle",Tresslers Midway Gulf,Tresslers Midway Gulf,Yes,"DMS Environmental Services LLC,",2006-05-19,2008-11-07,Competitively Bid,NA,Bid to Result,Pay for Performance,865900,0,0,Contract cancelled under section 14e.  See J Bilder email in IR dated 10/25/12.,2006,865900,TRUE,FALSE,Bid-to-Result,TRUE
20030125,20030125001,"Ferro,James",Sheetz #100,SHEETZ 100,Yes,"Groundwater & Environmental Services, Inc.,",2006-10-01,2010-03-08,Sole Source,NA,NA,Fixed Price,NA,0,0,NA,2006,0,FALSE,FALSE,Other/Unknown,TRUE
20030148,20030148001,"Ferro,James",LSL Enterprises Inc,LSL ENTERPRISES,No,"Letterle & Associates Inc,",2006-07-01,2008-04-01,Competitively Bid,NA,Defined Scope of Work,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,TRUE,Scope of Work,FALSE
20030148,20030148002,"Ferro,James",LSL Enterprises Inc,LSL ENTERPRISES,Yes,"Letterle & Associates Inc,",2008-04-01,2015-02-12,Sole Source,NA,NA,Fixed Price,16595.2,55456.09,45014.65,NA,2008,72051.29,FALSE,FALSE,Other/Unknown,TRUE
20030161,20030161001,"Bilder,Jack",Sheetz #97,SUNOCO SVC STA,Yes,"Mountain Research LLC,",2006-09-01,2012-11-26,Sole Source,NA,NA,Fixed Price,388516,0,388516,NA,2006,388516,FALSE,FALSE,Other/Unknown,TRUE
20030182,20030182001,"Mackewicz,Bonnie",TC Amoco,TC AMOCO,Yes,"Letterle & Associates Inc,",2009-11-17,2013-01-31,Sole Source,NA,NA,Fixed Price,103369.28,0,82486.26,NA,2009,103369.28,FALSE,FALSE,Other/Unknown,TRUE
20030183,20030183001,"Melvin, CPCU,Linda M.",Pump N Pantry 009,Pump N Pantry 009,Yes,"MEA, Inc.,",2011-09-21,2018-11-26,Competitively Bid,2010-06-11,NA,Fixed Price,233382.53,122959.43,348149.36,final  invoice authorized  11/26/2018 08:40:14 PM (dbollana),2011,356341.95999999996,FALSE,FALSE,Other/Unknown,TRUE
20030204,20030204001,"Mackewicz,Bonnie",Sheetz #75,SHEETZ 75,No,"EnviroTrac, LTD,",2011-04-05,2013-08-26,Competitively Bid,2010-06-18,Defined Scope of Work,Fixed Price,62319.11,0,62319.11,"Combo FP/PFP  B1-B24 not included in contract price.  Monthly $0.30/gal (max 15,000 gal/mo) less amortization of system.",2011,62319.11,FALSE,TRUE,Scope of Work,FALSE
20030210,20030210001,"Bilder,Jack",Sheetz #142,SHEETZ 142,No,"Groundwater & Environmental Services, Inc.,",2005-10-01,2006-10-01,Sole Source,NA,NA,Pay for Performance,NA,0,0,Contract closed prior to database tracking.,2005,0,FALSE,FALSE,Other/Unknown,FALSE
20030210,20030210002,"Bilder,Jack",Sheetz #142,SHEETZ 142,Yes,"Groundwater & Environmental Services, Inc.,",2006-10-01,2009-05-27,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database tracking.,2006,0,FALSE,FALSE,Other/Unknown,TRUE
20030223,20030223001,"Smith,Bethany",Falcon Oil Company,Falcon Oil,No,"MEA, Inc.,",2013-10-09,2016-06-06,Competitively Bid,2012-11-29,Defined Scope of Work,Fixed Price,50939.78,6382.33,48855.31,NA,2013,57322.11,FALSE,TRUE,Scope of Work,FALSE
20030241,20030241001,"Mackewicz,Bonnie",Lou Bohinces Service,Lou Bohinces Svc,Yes,"Letterle & Associates Inc,",2009-06-26,2018-11-29,Sole Source,NA,NA,Fixed Price,369723.98,0,316590.75,final invoice processed; contract closed  11/28/2018 12:13:12 PM (dbollana),2009,369723.98,FALSE,FALSE,Other/Unknown,TRUE
20040001,20040001001,"Marion,Shane",North Towanda Deli & Bakery,NORTH TOWANDA DELI & BAKERY,Yes,"Chambers Environmental Group Inc,",2006-05-01,2013-11-13,Competitively Bid,NA,NA,Fixed Price,567486,0,541009.3,NA,2006,567486,FALSE,FALSE,Other/Unknown,TRUE
20040010,20040010002,"Kern,Beth",Former Jeet One Texaco,Jeet One,Yes,"Austin James Associates,",2014-05-28,2020-07-23,Sole Source,NA,NA,Fixed Price,578170.21,0,532644.72,Final milestone invoice processed; contract job closed  7/23/2020 11:04:45 AM (dbollana),2014,578170.21,FALSE,FALSE,Other/Unknown,TRUE
20040013,20040013001,"Bilder,Jack",Sheetz #123,SHEETZ 123,No,"Kleinfelder Eastern Merger Corporation,",2006-10-30,2008-08-22,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,FALSE,Other/Unknown,FALSE
20040013,20040013002,"Bilder,Jack",Sheetz #123,SHEETZ 123,Yes,"Kleinfelder Eastern Merger Corporation,",2008-08-22,2009-12-07,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2008,0,FALSE,FALSE,Other/Unknown,TRUE
20040018,20040018001,"Marion,Shane",Keystone Fuels,Keystone Fuel,No,"Alternative Environmental Solutions Inc,",2010-05-03,2013-06-03,Competitively Bid,2009-08-17,Defined Scope of Work,Fixed Price,41606.8,31098,71359.8,NA,2010,72704.8,FALSE,TRUE,Scope of Work,FALSE
20040073,20040073001,"Aubel,Tracy",Vandermark Citgo,Vandermark Citgo,No,"Flynn Environmental, Inc.,",2008-02-15,2008-09-24,Sole Source,NA,NA,Fixed Price,102634.4,0,10615,Contract cancelled by Consultant due to additional requirements by DEP.,2008,102634.4,FALSE,FALSE,Other/Unknown,FALSE
20040073,20040073002,"Aubel,Tracy",Vandermark Citgo,Vandermark Citgo,No,"Letterle & Associates Inc,",2012-10-01,2016-09-01,Competitively Bid,2012-01-11,Defined Scope of Work,Fixed Price,86219.38,0,76002.85,NA,2012,86219.38,FALSE,TRUE,Scope of Work,FALSE
20040077,20040077001,"Marion,Shane",Country Fair #84,COUNTRY FAIR 84,Yes,"Environmental Remediation & Recovery, Inc.,",2007-10-01,2014-05-29,Sole Source,NA,NA,Fixed Price,202846,99474.16,290049.07,"Amendment #1 brings contract total to $302,320.16",2007,302320.16000000003,FALSE,FALSE,Other/Unknown,TRUE
20040085,20040085001,"Smith,Bethany",Rutters Farm Store 18,Rutters Farm Store 18,No,"Liberty Environmental, Inc.,",2013-01-29,2017-11-10,Competitively Bid,2010-08-27,Defined Scope of Work,Fixed Price,86322.8,97011.49,154872.09,"contract completed and/or terminated  See 11/13/17 email from T Rutter 

11/13/2017 11:37:21 AM (dcassel)",2013,183334.29,FALSE,TRUE,Scope of Work,FALSE
