attributes_objectid,attributes_facility_id,attributes_facility_name,attributes_facility_address1,attributes_facility_address2,attributes_facility_city,attributes_facility_state,attributes_facility_zip,attributes_county_id,attributes_facility_county,attributes_municipality_id,attributes_facility_municipality,attributes_reg_expiration_date,attributes_tank_owner_id,attributes_tank_owner_name,attributes_tank_owner_address1,attributes_tank_owner_address2,attributes_tank_owner_city,attributes_tank_owner_state,attributes_tank_owner_zip,attributes_primary_facility_id,attributes_site_id,attributes_tank_information,.source,.downloaded_at
3922,09-45469,NACEVILLE MATERIALS,201 COUNTY LINE RD,,SELLERSVILLE,PA,18960,2416,Bucks,505,West Rockhill Twp,1770163200000,42979,NACEVILLE MATERIALS JOINT VENTURE,350 S MAIN ST STE 207,,DOYLESTOWN,PA,18901-4873,583593,263063,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=09-45469&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3923,10-13530,MORAINE STATE PARK,225 PLEASANT VALLEY ROAD,,PORTERSVILLE,PA,16051,2417,Butler,563,Worth Twp,1796342400000,65615,PA DCNR PARK REG 3,195 PARK RD,,PROSPECT,PA,16052-2013,583926,447025,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-13530&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3924,59-07778,BLOSSBURG BORO PARK,WATER ST & ISLAND PARK,,BLOSSBURG,PA,16912,2466,Tioga,2212,Blossburg Boro,1785801600000,63258,BLOSSBURG BORO TIOGA CNTY,241 MAIN ST,,BLOSSBURG,PA,16912-1125,612338,589807,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=59-07778&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3925,55-70878,PENNS CREEK PIT STOP,ROUTE 104,,PENNS CREEK,PA,17862,2462,Snyder,2090,Center Twp,1785801600000,319604,PENNS CREEK PIT STOP LLC,PO BOX 36,109 CENTERVILLE ST,PENNS CREEK,PA,17862-0036,611527,589136,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=55-70878&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3926,40-52713,US GREENFIBER,157 PASSAN DR,,WILKES BARRE,PA,18702,2447,Luzerne,1617,Laflin Boro,1775260800000,322889,US GREEN FIBER LLC,1 PASSAN DR,BLDG 2,WILKES BARRE,PA,18702-7347,840368,841489,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-52713&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3927,21-61308,7 ELEVEN 40278,MILEPOST 219.1 E PA TPKE,PLAINFIELD TRAVEL PLAZA,PLAINFIELD,PA,17081,2428,Cumberland,999,West Pennsboro Twp,1780531200000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,589420,504455,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-61308&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3928,23-14008,GEORGE W HILL CORR FAC,500 CHEYNEY WOODS RD,,THORNTON,PA,19373-1151,2430,Delaware,1078,Concord Twp,1770163200000,70553,DELAWARE CNTY,401 W FRONT ST,DELAWARE CNTY COURTHOUSE & GOVT CTR,MEDIA,PA,19063-2634,590899,544369,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-14008&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3929,26-07741,BROWNSVILLE CITGO FOOD MART,6002 NATIONAL PIKE E,,BROWNSVILLE,PA,15417,2433,Fayette,1173,Redstone Twp,1791072000000,314810,KRUPA GAS CORP,6002 NATIONAL PIKE E,,BROWNSVILLE,PA,15417,592983,574569,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=26-07741&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3930,46-97850,401 CITY,401 E CITY AVE,,BALA CYNWYD,PA,19004-1122,2453,Montgomery,1801,Lower Merion Twp,1801699200000,357499,401 CITY AVENUE ASSOC LP,401 E CITY AVE,,BALA CYNWYD,PA,19004-1122,843383,837063,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-97850&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3931,22-39336,TURKEY HILL 282,240 HERSHEY RD,,HUMMELSTOWN,PA,17036,2429,Dauphin,1030,South Hanover Twp,1780531200000,343443,EG GROUP,165 FLANDERS RD,,WESTBOROUGH,MA,01581-1032,679763,671336,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=22-39336&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3932,28-97923,CHAMBERSBURG ENERGY,225 ALLEMAN RD,,CHAMBERSBURG,PA,17202-7236,2435,Franklin,1200,Guilford Twp,1780531200000,335781,CHAMBERSBURG ENERGY LLC,1700 BROADWAY FL 35,,NEW YORK,NY,10019-5905,846230,602750,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=28-97923&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3933,07-31452,LEIGHTYS SVC STA,16163 DUNNINGS HWY,,DUNCANSVILLE,PA,16635,2414,Blair,385,Blair Twp,1780531200000,190884,LEIGHTYS SVC STA INC,PO BOX 217,,NEWRY,PA,16665-0217,581410,304,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=07-31452&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3934,07-36868,LHT TERM ALTOONA,664 BURNS AVE,,ALTOONA,PA,16603,2414,Blair,382,Allegheny Twp,1780531200000,274579,ALTOONA TERM DE LLC,PO BOX 2621,,HARRISBURG,PA,17105-2621,581452,565897,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=07-36868&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3935,15-55259,WAWA FOOD MKT 8098,3710 LINCOLN HWY,,DOWNINGTOWN,PA,19335,2422,Chester,697,Downingtown Boro,1770163200000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,827907,829569,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-55259&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3936,17-90749,DAVES EXXON,10060 STATE PARK RD,,PENFIELD,PA,15849,2424,Clearfield,831,Huston Twp,1785801600000,380271,AR TUCKERS GARAGE LLC,10070 STATE PARK RD,,PENFIELD,PA,15849-1136,587911,525603,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-90749&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3937,67-04713,CLARENCE R ORENDORF ELEM,S HARTMAN ST,,MANCHESTER,PA,17345,2474,York,2538,Manchester Boro,1780531200000,34278,NORTHEASTERN SCH DIST,41 HARDING ST,,MANCHESTER,PA,17345-1119,615571,592346,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-04713&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3938,67-60465,MONARCH PROD,385 SIPE RD,,YORK HAVEN,PA,17370,2474,York,2545,Newberry Twp,1780531200000,116191,MONARCH PROD CO INC,385 SIPE RD,,YORK HAVEN,PA,17370-9219,616452,488820,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-60465&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3939,15-25135,SOUTHEASTERN PA VETERANS CTR,VETERANS DR,,SPRING CITY,PA,19475,2422,Chester,717,East Vincent Twp,1801699200000,13067,PA DEPT OF MILITARY & VETERANS AFFAIRS,FORT INDIANTOWN GAP,,ANNVILLE,PA,17003,586114,569327,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-25135&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3940,15-32298,DOWNINGTOWN INTERCHANGE,DOWNINGTOWN INTERCHANGE PA TPKE I76 MP 311.9,PA 100 POTTSTOWN PIKE,CHESTER SPRINGS,PA,19425,2422,Chester,748,Uwchlan Twp,1801699200000,55964,PA TURNPIKE COMM,PO BOX 67676,,HARRISBURG,PA,17106-7676,586262,569432,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-32298&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3941,36-09937,HIGH STEEL STRUCTURES,1915 OLD PHILADELPHIA PIKE,,LANCASTER,PA,17605,2443,Lancaster,1458,East Lampeter Twp,1780531200000,68132,HIGH ASSOC LTD,1853 WILLIAM PENN WAY,,LANCASTER,PA,17601-6713,596237,239215,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-09937&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3942,36-37216,TURKEY HILL MINIT MKT 241,2000 LINCOLN HWY E,,LANCASTER,PA,17602,2443,Lancaster,1458,East Lampeter Twp,1780531200000,343443,EG GROUP,165 FLANDERS RD,,WESTBOROUGH,MA,01581-1032,597004,577819,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-37216&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3943,36-60486,TURKEY HILL 185,14 N STATE ST,PO BOX 816,BROWNSTOWN,PA,17508,2443,Lancaster,1487,West Earl Twp,1780531200000,343443,EG GROUP,165 FLANDERS RD,,WESTBOROUGH,MA,01581-1032,597217,577980,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-60486&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3944,37-24480,LANE METAL PROD DIV,8271 MERCER ST,ROUTE 551,PULASKI,PA,16143,2444,Lawrence,1502,Pulaski Twp,1796342400000,166925,LANE ENTERPRISES LLC,275 GRANDVIEW AVE,STE 300,CAMP HILL,PA,17011-1742,598403,456802,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-24480&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3945,58-05209,LINDSEY OIL,309 MAIN ST,,NEW MILFORD,PA,18834,2465,Susquehanna,2199,New Milford Boro,1775260800000,163788,RAPP PETRO CORP,PO BOX 298,,PORT CRANE,NY,13833-0298,612155,589655,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-05209&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3946,58-07755,HARFORD PENN CAN TRAVEL PLAZA,5076 SR 547,,HARFORD,PA,18823,2465,Susquehanna,2186,Harford Twp,1775260800000,278608,GREAT BEND HOLDINGS INC,PO BOX 239,,HARFORD,PA,18823-0239,612158,452602,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-07755&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3947,58-10215,DUNNIERS COUNTRY STORE,4488 STATE ROUTE 106,,CLIFFORD TOWNSHIP,PA,18470-7297,2465,Susquehanna,2177,Clifford Twp,1775260800000,166282,JAMES R COLE,4488 STATE ROUTE 106,,CLIFFORD TOWNSHIP,PA,18470-7297,612168,589667,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-10215&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3948,58-13085,KWIK FILL M0428 428,493 MAIN ST,,NEW MILFORD,PA,18834-2323,2465,Susquehanna,2199,New Milford Boro,1775260800000,189857,UNITED REF CO OF PA,15 BRADLEY STREET,,WARREN,PA,16365-0780,612184,589680,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-13085&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3949,58-28251,TURKEY HILL 150,330 MAIN ST,,FOREST CITY,PA,18421-1418,2465,Susquehanna,2169,Forest City Boro,1775260800000,343443,EG GROUP,165 FLANDERS RD,,WESTBOROUGH,MA,01581-1032,612212,589705,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-28251&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3950,58-29844,CLIFFORD BLACKTOP,ROUTE 374,,CLIFFORD,PA,18413,2465,Susquehanna,2177,Clifford Twp,1775260800000,62856,NEW ENTERPRISE STONE & LIME CO INC,3912 BRUMBAUGH RD,,NEW ENTERPRISE,PA,16664-9137,612216,589708,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-29844&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3951,58-36754,GREAT BEND TRAVEL PLAZA,ROUTE 11 & ROUTE 81,,GREAT BEND,PA,18821,2465,Susquehanna,2184,Great Bend Twp,1775260800000,204642,RACEWAY MGMT CO INC,2227 SCRANTON CARBONDALE HGWY,,SCRANTON,PA,18508,612228,589717,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-36754&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3952,58-50496,RUSSS GARAGE,ROUTE 92,,JACKSON,PA,18825,2465,Susquehanna,2190,Jackson Twp,1775260800000,189515,RUSSELL L CONKLIN JR,PO BOX 8,,JACKSON,PA,18825-0008,612253,589734,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-50496&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3953,58-50845,GIBSON TRAVEL PLAZA,2174 STATE ROUTE 848,I81 & SR 848,NEW MILFORD,PA,18834,2465,Susquehanna,2200,New Milford Twp,1775260800000,284780,RACEWAY HOLDINGS INC,PO BOX 239,,HARFORD,PA,18823-0239,612274,263344,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-50845&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3954,58-51176,FOREST CITY WTP,ROUTE 171,,FOREST CITY,PA,18421,2465,Susquehanna,2169,Forest City Boro,1775260800000,87712,PA AMER WATER CO,852 WESLEY DR,,MECHANICSBURG,PA,17055-4436,612282,589758,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=58-51176&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3955,59-00021,CHATHAM TWP TIOGA CNTY,1579 BLAIR CREEK RD,,LITTLE MARSH,PA,16950-9780,2466,Tioga,2215,Chatham Twp,1785801600000,78754,CHATHAM TWP TIOGA CNTY,RR 4 BOX 969A,,LITTLE MARSH,PA,16950-8745,612315,589788,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=59-00021&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3956,59-03683,SARA JO S STOP N GO,33 W WELLSBORO ST,,MANSFIELD,PA,16933-1410,2466,Tioga,2209,Mansfield Boro,1785801600000,253498,SARA SMITH INC,33 W WELLSBORO ST,,MANSFIELD,PA,16933-1410,612327,589797,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=59-03683&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3957,59-11527,YOUR CHOICE,71 MAIN ST,,LAWRENCEVILLE,PA,16929,2466,Tioga,2230,Lawrenceville Boro,1785801600000,389552,SAI LAWRENCE REALTY,1 BUCKHORN RD,,BLOOMSBURG,PA,17815-8322,612359,589826,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=59-11527&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3958,67-62170,GIANT FOOD STORE 6087,2335 E MARKET ST,,YORK,PA,17402-2402,2474,York,2557,Springettsbury Twp,1780531200000,69978,GIANT CO LLC,1149 HARRISBURG PIKE,,CARLISLE,PA,17013-1607,616699,593246,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-62170&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3959,67-62366,LAKE CLARKE MARINA,1552 LONG LEVEL RD,,WRIGHTSVILLE,PA,17368-9006,2474,York,2537,Lower Windsor Twp,1780531200000,166665,LAKE CLARKE MARINA,1552 LONG LEVEL RD,,WRIGHTSVILLE,PA,17368-9006,616710,593257,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-62366&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3960,67-62913,CS CONVENIENCE STORE,8144 BLOOMING GROVE RD,,GLENVILLE,PA,17329-8959,2474,York,2509,Codorus Twp,1780531200000,207533,WETZELS REALTY,139 MANCHESTER ST,,GLEN ROCK,PA,17327-1343,616764,593301,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-62913&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3961,67-64119,GEA REFRIGERATION NA,3475 BOARD RD,,YORK,PA,17402,2474,York,2539,Manchester Twp,1780531200000,340881,GEA SYS NORTH AMER LLC,3475 BOARD RD,,YORK,PA,17406-8414,616873,245342,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-64119&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3962,67-39413,LOWES OF YORK PA 2409,1175 CARLISLE RD,,YORK,PA,17404-4939,2474,York,2563,West Manchester Twp,1780531200000,239685,LOWES HOME CTR LLC,1605 CURTIS BRIDGE RD,,WILKESBORO,NC,28697-2231,684413,677468,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-39413&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3963,01-33291,GETTYSBURG MUSEUM & VISITOR CTR,1195 BALTIMORE PIKE,,GETTYSBURG,PA,17325,2408,Adams,12,Cumberland Twp,1780531200000,289961,GETTYSBURG FOUNDATION,1195 BALTIMORE PIKE,,GETTYSBURG,PA,17325-7034,745181,675423,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=01-33291&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3964,15-33295,WEAVER MULCH,3186 STRASBURG RD,,COATESVILLE,PA,19320-4155,2422,Chester,711,East Fallowfield Twp,1770163200000,257459,WEAVER MULCH LLC,3186 STRASBURG RD,,COATESVILLE,PA,19320-4155,745224,618575,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-33295&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3965,14-33302,SHEETZ 475,120 SOUTHRIDGE PLZ,,STATE COLLEGE,PA,16801-7666,2421,Centre,665,College Twp,1785801600000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,745307,752618,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=14-33302&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3966,17-33321,GETGO 3484,14 N MAIN ST,,DUBOIS,PA,15801-1809,2424,Clearfield,802,DuBois City,1785801600000,387260,GETGO OPER LLC,700 CRANBERRY WOODS DR,Attn: Compliance Manager,CRANBERRY TOWNSHIP,PA,16066-5213,746484,754019,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-33321&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3967,01-33331,Sunoco 80005219,3463 BIGLERVILLE RD,,BIGLERVILLE,PA,17307-9809,2408,Adams,10,Butler Twp,1780531200000,327054,SUNOCO RETAIL LLC,1815 GALLAGHER RD,,PLYMOUTH MEETING,PA,19462-2840,746870,465021,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=01-33331&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3968,45-33347,LOWES 1934 OF MT POCONO,700 RTE 940,,MOUNT POCONO,PA,18344,2452,Monroe,1790,Mount Pocono Boro,1775260800000,239685,LOWES HOME CTR LLC,1605 CURTIS BRIDGE RD,,WILKESBORO,NC,28697-2231,747468,755301,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=45-33347&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3969,39-33349,OLYMPUS CENTER VALLEY,3500 CORPORATE PKWY,,CENTER VALLEY,PA,18034-8229,2446,Lehigh,1563,Upper Saucon Twp,1775260800000,286852,OLYMPUS CORP OF THE AMERICAS,3500 CORPORATE PKWY,,CENTER VALLEY,PA,18034-8229,747602,755496,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=39-33349&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3970,02-80216,KUDLAS SVC CTR,2733 S PARK RD,,BETHEL PARK,PA,15102-3805,2409,Allegheny,45,Bethel Park Boro,1791072000000,243847,KUDLAS SVC CTR LLC,2733 S PARK RD,,BETHEL PARK,PA,15102-3805,576912,562331,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80216&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3971,02-80289,7 ELEVEN 36185,2269 NOBLESTOWN RD,,PITTSBURGH,PA,15205-4145,2409,Allegheny,35,Pittsburgh  City,1791072000000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,576940,562353,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80289&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3972,02-80384,ROSS GARAGE,4600 PERRY HWY,,PITTSBURGH,PA,15229-2219,2409,Allegheny,40,Ross Twp,1791072000000,69898,ALLEGHENY CNTY PORT AUTH,345 SIXTH AVE,3RD FLOOR,PITTSBURGH,PA,15222-2527,576983,250837,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80384&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3973,02-80591,4350 PROPCO,4350 NORTHERN PIKE,,MONROEVILLE,PA,15146-2808,2409,Allegheny,55,Monroeville Boro,1791072000000,360803,4350 PROPCO LLC,4350 NORTHERN PIKE,SUITE 220,MONROEVILLE,PA,15146-2808,577077,504431,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80591&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3974,02-80681,UNI MART,3400 VERSAILLES AVE,,MCKEESPORT,PA,15132-1932,2409,Allegheny,38,McKeesport City,1759536000000,279116,SMAN KASS UNITED INC,3400 VERSAILLES AVE,,MCKEESPORT,PA,15132-1932,577098,562451,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80681&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3975,02-80728,FINK BROS REAL ESTATE HOLDINGS LLC,54 FREEPORT RD,,ASPINWALL,PA,15215-2906,2409,Allegheny,98,Ohara Twp,1791072000000,360940,FINK BROS REAL ESTATE HOLDINGS LLC,54 FREEPORT RD,,ASPINWALL,PA,15215-2906,577113,562463,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80728&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3976,02-80982,CALVARY CEMETERY,718 HAZELWOOD AVE,,PITTSBURGH,PA,15217-2807,2409,Allegheny,35,Pittsburgh  City,1791072000000,165239,CATH CEMETERIES ASSOC INC,718 HAZELWOOD AVE,,PITTSBURGH,PA,15217-2807,577209,562519,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80982&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3977,06-16409,Rhoads Boyertown LLC Bulk Plant,2314 FARMINGTON AVE,,BOYERTOWN,PA,19512-8463,2413,Berks,331,Douglass Twp,1780531200000,389126,RHOADS BOYERTOWN LLC,205 HAZEL ST,,LANCASTER,PA,17603-5629,579854,564660,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-16409&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3978,06-18180,FM BROWNS SONS,118 W MAIN ST,,FLEETWOOD,PA,19522-1221,2413,Berks,305,Fleetwood Boro,1780531200000,80147,FM BROWNS SONS INC,205 WOODROW AVE,,SINKING SPRING,PA,19608-1402,579900,482553,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-18180&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
3979,06-19448,SPEEDWAY 6753,14233 KUTZTOWN RD,,FLEETWOOD,PA,19522-9274,2413,Berks,354,Richmond Twp,1780531200000,133896,SPEEDWAY LLC,500 Speedway Dr,,ENON,OH,45323,579939,564724,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-19448&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
